Name,ShortPassing,Dribbling,LongPassing,BallControl
G. Hoarau,75,68,62,72
Sergio García,76,82,72,78
E. Choupo-Moting,74,83,70,80
J. Pinola,76,63,68,65
J. Hendrix,76,70,83,75
J. Izquierdo,69,81,63,78
S. Sydorchuk,79,70,75,77
C. Grenier,79,75,80,81
T. Strobl,74,59,79,58
V. Odjidja-Ofoe,82,76,78,78
N. Guzmán,40,21,46,25
F. Fabra,73,78,57,76
J. Maddison,78,77,72,82
K. El Ahmadi,79,73,79,76
M. Carcela-González,72,84,69,81
M. Gabbiadini,72,77,64,79
Gomes,23,15,19,25
M. Ritchie,75,77,72,76
G. Bou,71,77,61,77
Javi Fuego,77,62,71,70
E. Akbaba,76,76,77,77
J. Amavi,74,73,66,76
R. Malinovskyi,81,75,77,78
D. Welbeck,75,78,64,78
G. Conti,71,42,63,53
Bruno,73,34,68,68
Garry Rodrigues,72,77,68,75
A. Schwolow,26,15,23,22
L. Cook,79,78,80,80
P. Pérez,78,72,76,79
Gazzolisco,77,71,67,72
Jonatan Soriano,79,80,69,78
Rubén Peña,77,78,56,79
Mikel San José,78,66,77,75
P. Groß,80,75,81,77
L. Baines,78,75,74,80
A. Ogbonna,68,61,67,59
Juan Jesus,58,60,56,55
J. Martínez,70,71,58,75
N. Elvedi,72,69,55,71
G. Moreno,75,80,66,78
J. Valdivia,86,76,71,78
A. Carroll,66,67,57,74
Luís Neto,72,49,77,48
A. Pyatov,29,11,24,12
T. Gutiérrez,73,77,69,81
Álex Remiro,29,19,25,17
Wilson Eduardo,73,78,63,78
Jorge Meré,74,55,62,69
M. Elneny,80,68,77,76
D. Torres,73,69,74,70
Y. Bounou,39,20,44,12
A. Prijović,64,70,55,75
A. Jahanbakhsh,72,83,62,79
J. Calleri,66,74,58,75
Simão Acunha,79,76,73,78
N. Müller,71,83,66,75
L. Ocampos,75,74,70,76
J. Rodriguez,72,75,66,75
V. Ibišević,77,72,47,76
S. Rondón,68,70,40,71
Victor Sánchez,80,66,78,78
D. Suárez,76,62,66,69
K. Huntelaar,68,62,44,69
L. Dubois,79,76,77,78
André Pinto,58,44,58,57
K. Lala,73,79,72,77
O. Kıvrak,38,25,40,26
A. Bertolacci,80,79,76,79
E. Giaccherini,78,81,70,80
A. Živković,80,82,75,80
R. Ábila,64,69,52,76
P. Diop,74,63,72,76
D. Garmash,80,69,76,72
T. Chandler,75,72,73,73
R. Klavan,72,56,73,70
A. Miranchuk,82,78,71,79
D. Da Silva,69,42,62,69
D. Benaglio,32,16,31,22
T. Rincón,78,76,76,77
M. Pereira,75,75,70,75
C. Borges,79,71,78,77
J. Sand,71,66,44,81
Markel Bergara,78,65,76,69
Vágner Love,70,76,45,75
B. Bourigeaud,79,75,75,77
R. Soriano,78,78,77,79
D. Kuzyaev,82,78,75,79
R. Sambueza,79,77,78,80
Montoya,73,70,69,74
A. Poli,80,79,74,80
C. Austin,62,66,46,73
L. Tonelli,54,54,54,58
M. Zárate,73,86,58,84
J. Sancho,74,86,54,85
D. Basta,76,74,74,77
Marçal,74,74,69,76
Munir,77,81,58,80
G. Sio,73,76,67,76
J. McCarthy,80,74,78,74
J. Aquino,75,80,68,77
H. Pérez,76,78,67,79
Jô,67,73,56,75
R. Gurtner,29,10,30,28
C. Sánchez,78,70,76,74
M. Sissoko,79,82,74,77
W. Anton,71,66,69,70
E. Skhiri,75,74,74,73
Rúben Vezo,69,54,66,64
Jorge Molina,75,68,57,77
M. Hasebe,80,67,75,74
A. Schürrle,75,79,58,77
O. Ighalo,61,80,47,76
L. Acosta,71,81,66,78
V. Babacan,34,14,29,19
R. Aguilar,71,76,68,75
Yeray,70,53,71,72
J. Defoe,66,74,43,77
L. Schøne,83,76,77,81
C. Ünder,72,82,65,81
M. Dabbur,72,76,63,75
Roberto,39,12,38,31
Djaniny,70,78,62,78
Wallace,57,45,50,52
Pedro Obiang,77,74,79,76
D. Heintz,72,58,70,63
N. Mukiele,74,72,67,73
T. Vermaelen,80,55,78,64
I. Abate,76,75,72,75
Diego Llorente,76,58,72,73
C. Wood,65,66,48,74
Formosandrinho,65,72,58,73
E. Pulgar,78,74,72,78
V. Vasin,62,33,64,63
V. Grifo,73,83,63,84
A. Turan,79,79,78,80
J. dos Santos,81,78,77,79
D. Schwaab,72,62,69,70
M. Schmelzer,74,63,63,69
L. Spinazzola,74,81,70,80
A. Dragović,67,62,62,66
D. Pröpper,77,72,71,82
R. Inglese,65,68,35,76
A. Marchesín,37,24,34,20
R. De Paul,78,83,72,81
C. Gentner,76,69,75,75
G. Murray,69,65,55,74
Rafael Carioca,81,73,77,77
A. McCarthy,33,17,35,17
L. Chichizola,14,17,13,15
D. Zakaria,82,73,79,79
G. Dzhikiya,65,69,67,55
N. Castillo,65,68,59,76
D. Origi,74,76,59,74
O. Yokuşlu,77,74,72,77
D. Cheryshev,72,80,68,76
D. Selke,61,68,44,74
Wendell,77,79,65,78
M. Layún,76,75,74,76
Y. Sabaly,76,75,59,74
P. Cutrone,70,74,34,76
F. Marchetti,36,11,35,20
W. Cyprien,78,78,74,78
G. Paletta,54,48,58,52
F. Caicedo,72,72,59,77
Jordi Masip,42,17,38,25
B. Espinosa,74,40,61,67
M. Benassi,80,78,76,78
P. Jagielka,70,49,66,60
J. Kucka,76,75,76,75
R. Brady,72,78,75,76
A. Szymanowski,74,79,63,76
W. Reid,60,43,59,55
Cédric,75,75,69,76
R. Civelli,64,35,59,67
R. Loftus-Cheek,83,82,81,81
S. De Maio,50,52,54,54
S. Brown,82,70,70,72
A. Mitrović,67,66,43,74
P. Skjelbred,75,75,72,79
D. Cvitanich,73,70,65,83
K. Lasagna,66,76,50,79
R. Palacio,76,82,56,84
M. Wolf,73,78,61,78
E. Gigliotti,66,65,46,75
N. Jørgensen,72,74,63,77
Laguardia,70,36,57,58
J. Lukaku,74,80,66,80
J. Augustin,68,80,48,81
M. Diakhaby,68,50,52,57
Douglas,34,14,32,20
N. Pejčinović,67,45,61,63
D. van de Beek,78,74,74,78
Borja Iglesias,68,70,64,75
G. Shibasaki,81,77,79,79
W. Hughes,79,78,73,80
S. Boufal,75,86,66,86
T. Kehrer,63,63,58,64
M. Lang,74,63,73,74
E. Gutiérrez,79,74,76,77
D. Upamecano,72,59,66,64
Jefferson,74,75,77,74
W. Benítez,26,15,27,14
E. Bardhi,79,79,76,81
K. Mbodji,61,61,66,68
B. Sarr,74,79,69,77
F. Ferreyra,68,73,53,77
Danilo,60,46,66,60
A. Ayew,76,78,69,79
K. Mitroglou,66,69,59,72
J. Villar,30,21,22,24
P. Herrmann,74,79,64,77
D. da Costa,74,73,70,74
V. Fischer,75,79,69,79
Wesley,75,76,67,78
D. Ginczek,63,69,37,73
F. Kostić,64,83,59,80
R. Fraser,73,81,60,75
Cote,76,68,61,76
H. Winks,83,77,78,80
K. Mbabu,72,71,65,74
M. Hinteregger,63,55,81,62
L. Acosta,75,83,68,78
Sidcley,77,80,73,75
M. Jørgensen,70,46,62,63
M. Fabián,77,78,74,78
Carlos Eduardo,74,74,75,78
Rubén Castro,67,80,45,78
L. Augustinsson,73,73,74,74
S. Aziz,71,52,66,60
G. Ochoa,31,10,32,18
P. Hetemaj,78,77,76,78
André André,80,78,76,81
Vinícius Júnior,70,81,48,80
B. Džemaili,78,77,74,78
Juanpe,79,38,60,70
K. Fortounis,77,81,74,78
M. Vorm,39,18,35,35
B. Oczipka,77,73,74,74
R. Bentancur,83,82,77,83
T. Hernández,76,78,52,72
M. Lowton,75,75,74,77
I. Diop,64,43,59,60
B. André,80,75,79,76
C. Piccini,71,73,59,74
Paulinho,68,73,44,77
A. Diawara,82,76,76,80
Yuri Berchiche,70,66,68,74
José Sá,30,17,20,20
F. Kamano,70,79,55,75
F. Cartabia,76,79,72,78
E. Ünal,73,76,47,77
I. Radovanović,78,67,78,75
Renan Ribeiro,19,14,11,19
Jony,76,74,72,75
D. Buonanotte,74,79,73,79
Tomás Pina,79,76,78,78
N. Pallois,68,57,68,60
D. Latza,80,71,77,80
F. Belluschi,75,76,76,78
O. Abdulrahman,75,80,77,76
O. Trejo,75,80,70,79
N. Barella,79,80,78,77
Angeliño,76,80,74,79
Vieirundinho,66,48,69,64
F. Orellana,76,82,74,80
F. Grillitsch,81,76,77,81
C. Ortíz,77,71,60,75
Bruno Viana,72,52,63,63
J. Maidana,68,40,75,63
R. Funes Mori,70,63,62,70
D. Kohr,76,70,69,77
F. Higuaín,78,73,75,77
A. Barák,80,78,78,80
F. Andone,67,70,53,74
Adrián,73,82,55,84
G. González,60,59,60,60
Otávio,76,69,69,72
D. Janmaat,75,77,68,79
R. Funes Mori,70,75,65,74
P. Schick,74,82,59,80
Aleix Vidal,78,81,64,82
A. Schöpf,75,80,62,79
W. Boly,70,48,58,60
Alberto Moreno,74,76,64,79
C. Villanueva,80,79,77,77
M. Weiser,79,85,68,83
G. Escalante,74,67,73,72
M. Holgate,74,65,70,67
J. Hopf,29,15,38,23
D. Zurutuza,78,78,73,77
Juanmi,75,78,53,79
K. Gibbs,73,71,65,75
F. Fernández,68,39,58,65
L. Kalinić,18,11,16,15
N. Radoja,77,70,78,73
N. Blandi,68,65,60,78
David Juncà,72,64,61,77
Wu Lei,74,76,65,75
Gabriel Boschilia,75,80,69,79
Iuri Medeiros,76,81,72,79
M. Phillips,67,79,65,74
Iván Cuéllar,23,14,28,13
J. Lössl,35,15,39,19
Mario Suárez,79,72,78,79
W. Bony,68,70,45,76
S. Doumbia,70,74,63,73
D. Reyes,77,67,68,74
Bernat,79,84,64,83
V. Behrami,74,70,72,74
S. Langkamp,64,35,57,47
J. Sosa,78,82,76,82
A. Touré,72,60,73,75
Jesé,76,81,69,80
D. Ings,69,77,61,76
M. Esser,39,15,35,17
F. Acheampong,69,80,61,74
R. Knoche,66,42,69,57
O. Vlachodimos,27,13,24,23
J. Denayer,72,67,66,69
S. Rode,75,71,71,72
Wendel,77,79,73,78
A. Nagy,80,80,78,80
Alfa Semedo,74,69,75,73
A. Barnes,70,74,63,77
Alan Kardec,65,70,57,73
Marcelo,63,44,64,55
E. Boateng,69,78,46,76
Dalbert,72,78,68,75
A. Halilović,80,79,70,81
I. Popov,76,74,72,79
T. Cleverley,77,74,76,74
M. Livaja,74,77,39,79
M. Uribe,77,73,76,77
P. Bargfrede,74,65,74,73
J. Jankto,78,76,75,78
Junior Firpo,72,67,70,77
D. D'Ambrosio,69,69,64,72
D. Boyko,29,16,41,22
M. Díaz,84,70,76,75
S. Vokes,68,65,60,76
Héldon,67,78,58,76
Mario Hermoso,67,61,63,72
F. Bartels,71,80,68,80
K. Malcuit,76,78,69,75
R. Marin,77,75,81,74
Ayoze Pérez,71,82,51,78
Júnior Moraes,72,73,33,74
V. Berisha,73,77,71,78
R. Freuler,78,73,74,76
Ganso,82,82,80,83
Vicente Gómez,82,67,77,77
M. Pašalić,78,77,74,79
Vitor Hugo,41,39,37,49
B. Fornaroli,68,74,49,76
R. Snodgrass,74,76,72,80
Francisco Geraldes,73,84,69,82
I. Ordets,66,38,61,61
D. Santon,76,75,69,75
M. Niang,70,81,57,80
O. Wendt,77,73,73,77
C. Riveros,81,69,77,76
F. Benković,64,50,60,58
M. Torres,81,73,80,80
M. Noble,77,74,79,76
M. Rashica,68,80,64,77
C. Benteke,64,65,48,74
Rômulo,76,77,74,77
D. Pabón,69,78,70,73
Embarba,78,76,76,72
C. Kerbrat,71,60,66,70
L. Teodorczyk,69,65,45,70
Alexo Baia,77,77,74,71
David Seijalbo,77,50,76,70
N. Nández,76,74,69,76
L. Rupp,79,78,74,79
Jordi Amat,68,50,52,65
W. Caballero,33,12,48,30
F. Di Francesco,77,83,67,82
O. El Kaddouri,78,77,75,80
T. Rogić,76,82,70,82
G. Töre,74,81,76,80
M. Destro,68,74,42,76
Josué,75,78,74,77
A. Bizzarri,27,18,26,23
Ki Sung Yueng,84,74,79,80
H. Onyekuru,67,83,63,76
N. Pépé,66,81,49,78
Matheus Pereira,73,82,63,79
Y. Salibur,72,78,67,76
E. Vargas,72,81,66,78
L. Magallán,66,57,56,62
Danny,77,80,75,82
C. Hérelle,77,58,68,66
E. Mangala,58,46,56,50
O. Selnæs,80,72,76,76
Víctor Vázquez,81,77,78,80
Diego Mariño,34,14,32,19
Carles Planas,76,69,58,75
G. Fernández,74,78,73,76
Soldado,78,74,58,76
A. Ekdal,78,74,77,79
Gedson Fernandes,75,77,72,77
M. Darmian,76,74,66,75
N. Chalobah,78,74,79,78
R. Pizarro,78,79,72,77
André Simões,75,74,75,77
S. Tshabalala,73,78,65,76
L. Rossettini,58,50,58,54
F. Viviani,79,78,77,78
M. de Roon,76,68,74,74
Rubén Duarte,77,62,55,73
Y. Ōsako,74,78,59,76
Gil,66,51,67,60
A. Ruiz,78,84,81,81
P. van Aanholt,72,76,74,76
S. Meïté,77,73,74,78
K. Dolberg,69,75,54,78
Juli Freitinho,73,51,43,63
L. Vietto,72,78,59,82
A. Izzo,60,53,57,67
A. Paloschi,68,69,42,76
G. Gönül,74,78,68,75
Llorente,73,67,49,80
J. Morel,73,56,70,65
G. Kakuta,74,79,66,80
João Pedro,77,75,69,75
S. García,68,70,65,67
Eltildo Correia,67,45,75,55
Kenedy,72,83,66,78
M. Moralez,74,77,72,76
N. Vukčević,77,71,70,74
F. Borini,76,78,62,79
I. Sarr,69,79,59,77
C. Clark,61,50,60,58
Mata,61,70,49,72
M. Albrighton,68,77,78,77
A. Gray,67,72,54,72
F. Guarín,74,75,76,78
Yoel,31,13,35,14
J. Cuadrado,32,22,32,31
S. Widmer,76,77,72,76
B. Dzsudzsák,73,76,72,74
P. Mantalos,78,79,75,80
S. Proto,33,11,37,32
A. Mehmedi,74,78,58,77
Pablo,57,56,51,59
I. Slimani,72,70,61,71
C. Erkin,74,80,74,79
D. Chygrynskyi,69,35,72,58
Beto,36,14,32,18
A. Samaris,76,71,69,74
G. Lapadula,68,75,34,77
Dênildo Stein,62,76,55,75
S. Padt,32,19,52,33
S. Taïder,80,75,74,77
F. Klaus,73,78,62,76
H. Nordtveit,73,64,77,71
L. Zuffi,84,73,82,77
Emilio Piodão,74,67,77,73
S. Zuber,74,78,61,77
J. Palomino,66,56,60,64
Y. Mutō,74,80,59,77
J. Altidore,67,70,52,70
M. Barbosa,38,15,36,17
G. Laborde,73,71,54,73
P. Baysse,72,62,68,65
Eric Botteghin,61,51,63,60
Iván Alejo,76,79,71,77
S. Blanco,76,75,70,77
Thiago Mendes,78,76,74,75
D. Brosinski,71,74,73,71
T. Monconduit,76,70,74,71
Andrés Fernández,35,14,40,18
Eraso,80,73,79,75
S. Hanni,74,77,69,75
M. Konaté,62,73,36,73
C. Théréau,76,79,60,81
A. Donatti,70,50,68,62
T. Jedvaj,68,60,60,66
Pedro Henrique,67,54,42,63
J. Briand,77,75,68,69
F. Lustenberger,75,61,67,70
J. Ayew,73,77,60,78
S. Sanogo,75,75,73,73
R. Thomas,69,31,68,67
Rafael Cachoira,66,58,76,62
N. Sansone,75,79,65,76
E. Bičakčić,63,35,59,58
J. Veltman,73,64,73,66
A. Knockaert,73,83,64,80
Douglas Santos,68,75,64,76
S. Bocchetti,61,57,66,65
M. Dembélé,68,75,41,77
E. Valencia,68,74,63,74
F. Mollet,77,74,75,76
D. Dumfries,69,71,65,69
Koo Ja Cheol,75,80,71,78
A. Petagna,75,75,56,78
De Tomás,68,69,42,72
E. Balanta,68,65,76,70
T. Koubek,14,17,20,20
J. Allen,77,75,72,74
Alan Carvalho,68,80,59,77
S. Ristovski,71,74,68,75
Maicón,73,74,72,70
D. Quintero,72,82,70,75
P. Højbjerg,79,75,74,79
I. Santini,69,68,44,72
Vieirinha,76,81,70,80
M. Boselli,70,69,61,75
L. Antonelli,72,73,68,73
B. Embolo,72,78,70,74
V. Eysseric,79,79,76,79
C. Salcedo,67,58,60,60
A. Ranocchia,67,58,65,66
L. Unnerstall,26,16,24,19
T. Baumgartl,71,44,69,63
F. Bustos,73,77,55,77
P. Jansson,67,62,59,66
W. Vainqueur,74,71,71,73
S. Kverkvelia,57,31,64,42
Rubén Blanco,35,17,29,10
P. Aguilar,58,50,62,62
A. Ndiaye Diedhiou,72,85,60,77
Rafinha,78,76,64,78
D. Limberský,69,69,70,74
G. Cabral,63,49,59,61
J. De Guzmán,79,78,77,81
S. Terodde,64,63,40,72
J. Fernandes,74,78,62,78
Kiko Femenía,77,81,54,78
Recio,77,72,73,75
A. Samedov,80,74,69,77
A. Smith,74,76,63,74
Maurício,80,75,76,79
D. Stephens,79,69,76,73
Miguel Lopes,70,72,65,70
I. Belfodil,72,80,62,78
J. Campbell,73,78,70,77
Marc Roca,80,71,75,76
M. Veljković,72,52,73,66
J. Willems,75,78,71,78
A. Lennon,73,81,61,78
F. Forster,27,20,19,33
Júnior Caiçara,79,76,74,75
C. Biraghi,72,71,69,71
Aritz Elustondo,73,48,43,75
Fred Aníbão,15,8,18,21
O. Romero,76,80,74,78
Nelsildo Reis,17,17,18,23
V. Koziello,79,73,74,78
A. Cresswell,75,76,69,74
Alex Berenguer,76,77,58,77
C. Davies,62,43,55,64
C. Kouyaté,68,68,64,73
Y. Kobayashi,67,76,57,75
Camarasa,78,74,75,77
J. Martin,80,76,77,76
J. Grealish,78,80,71,81
D. Pelkas,76,77,73,76
J. Montero,70,81,68,80
J. Forrest,72,77,52,76
Varela,56,55,51,62
M. Antenucci,74,79,56,78
R. Durmisi,74,73,63,74
P. Schwegler,80,74,78,75
A. Hunt,74,75,70,79
Aday Benítez,75,77,62,80
K. Tierney,72,75,64,73
Jaume,32,13,32,32
S. Gigot,67,53,71,63
I. Brizuela,72,80,65,79
A. Souquet,75,74,71,77
A. Delort,70,74,57,71
P. Zabaleta,72,71,64,75
Andeson Trigo,75,76,72,73
J. Gnagnon,65,56,47,69
Mosquera,76,65,75,76
I. Bebou,72,81,53,77
R. Morrison,80,80,76,80
L. Christodoulopoulos,72,81,71,78
J. McArthur,78,70,74,77
R. Olsen,32,11,37,18
W. Hoedt,68,58,74,62
R. Holding,72,62,61,67
F. Montero,72,76,69,80
N. Sliti,78,81,65,78
J. Vázquez,79,59,70,71
Rodrigo Ely,62,50,54,55
M. Benítez,75,81,63,75
Y. Yazıcı,76,78,70,77
Y. Sankharé,78,75,73,75
A. N'Diaye,77,65,75,77
S. Bell,66,49,66,54
K. Linetty,78,74,74,76
F. Uduokhai,71,49,59,70
M. Samatta,62,74,45,70
Barragán,77,62,62,75
R. Hamouma,77,78,71,79
L. Skorupski,29,18,26,23
Toño García,76,75,66,76
A. Szalai,72,69,48,75
Raúl Navas,73,25,56,73
B. Koné,61,41,62,55
J. Brekalo,73,84,59,79
Diego Tardelli,74,78,73,80
A. Hegazi,59,37,54,63
M. Sels,32,19,30,33
D. Gray,69,84,60,79
M. Pjaca,77,86,67,87
M. Arambarri,79,69,78,79
A. Ćorić,74,80,66,81
T. Gebre Selassie,76,76,69,77
C. Nkunku,79,82,72,80
M. Topal,73,65,71,72
Léo Matos,73,76,71,75
F. Kainz,73,82,70,80
B. Henrichs,77,78,66,77
Victildinho,73,71,71,77
D. Praet,81,78,77,78
A. Umar,74,79,64,78
J. Orozco,52,27,61,35
N. El Zhar,77,81,64,76
O. Colley,67,42,60,60
J. Aholou,77,75,72,75
G. Clichy,70,73,69,76
Rubén Sobrino,73,81,47,82
J. Iturbe,69,81,57,77
H. Soudani,72,75,62,77
M. Bradley,80,73,79,77
Z. Labyad,72,79,64,81
D. Mbokani,70,71,53,74
T. Mangani,79,70,78,78
A. Lunin,25,11,26,15
E. Insúa,76,74,74,74
N. Domingo,75,66,77,75
D. Yedlin,70,75,53,73
D. González,77,71,75,73
T. Kraft,35,13,28,21
M. Simon,69,82,54,76
Davi Parrela,61,49,62,54
N. Domínguez,77,66,72,75
C. Dawson,65,55,60,67
A. Rusnák,77,73,74,77
Paulo Oliveira,73,60,49,71
A. Gomis,34,15,35,24
H. Tekin,23,14,17,23
Tozé,78,76,75,78
R. Ruidíaz,66,76,53,74
J. Hogg,74,67,69,68
L. Holtby,80,77,76,79
A. Djiku,64,67,59,71
O. Alonso,82,75,78,76
S. Berge,80,76,76,76
C. Zambrano,72,66,68,69
M. Antonio,73,79,65,75
J. Clasie,80,70,74,80
Diego Rico,76,66,57,68
Mossoró,77,77,72,78
G. Donsah,78,78,76,78
Felipe,62,44,64,60
S. Fofana,76,78,72,76
Pablo Santos,58,48,43,56
J. Svensson,73,73,66,69
E. Roco,70,55,60,62
F. Midtsjø,78,73,73,75
Francis,72,78,74,76
Ivi,71,81,65,77
Unai Núñez,74,35,33,71
L. Lerager,76,68,71,74
P. De Blasis,73,77,66,77
M. Zajc,76,74,74,76
J. Stanislas,74,75,67,77
Lucas Evangelista,77,75,73,73
M. Stoch,69,80,64,78
S. van Beek,68,44,74,59
Fabrio Farinha,77,77,74,75
M. Kozáčik,28,11,28,21
Fran Sol,62,63,49,70
R. Otero,73,78,70,77
G. Maripán,66,40,51,57
M. Braithwaite,71,75,65,76
E. Dilaver,67,59,50,66
R. Álvarez,76,79,76,79
A. Masuaku,74,83,70,79
Rolando,68,47,66,66
Fran Rico,80,65,76,78
D. Tarasov,74,69,72,73
Alcalá,71,50,66,64
Alan Patrick,76,80,72,76
L. Refaelov,74,76,67,76
Y. Gazinskiy,78,67,76,75
Palhinha,76,68,73,75
Balenziaga,70,67,69,72
R. Petrović,75,65,74,70
K. Ansarifard,59,74,50,75
M. Ninković,76,76,69,78
A. Talavera,35,10,35,21
A. Barrada,76,76,75,78
J. Korb,76,76,54,76
F. Gutiérrez,78,70,71,78
T. Bongonda,72,80,61,80
Simão Donatinho,20,12,20,25
Luís Hernández,72,59,69,69
L. Balogun,66,60,60,64
M. Rog,82,80,78,78
B. Dočkal,77,75,73,77
J. Durmaz,75,79,73,75
T. Kádár,70,58,71,68
E. Andrada,31,16,17,20
Z. Steffen,41,15,43,28
M. Lestienne,73,79,69,73
M. Alustiza,72,74,68,75
Borja Mayoral,69,73,43,76
D. Bonera,60,41,61,51
Saúl Berjón,76,75,74,76
C. Beauvue,75,75,61,76
Danilo,76,72,71,75
J. Hernández,74,67,71,73
J. Hendrick,78,76,76,76
M. Lopez,79,77,75,76
F. Hanin,73,74,64,73
D. Machís,72,82,66,74
A. Potuk,75,77,74,75
Idris,72,64,65,67
N. Cardozo,75,72,77,73
Javi López,76,68,61,75
G. Pandev,74,83,65,83
Júlio Tavares,69,66,42,74
D. Liénard,80,73,79,77
Y. Pelé,34,13,33,18
L. Sepe,32,14,31,22
J. Bruma,71,59,72,60
O. Duarte,70,48,55,59
A. Franco,62,36,31,68
Dani Olmo,75,74,78,76
F. Di Santo,76,75,63,78
Jozabed,78,72,72,75
G. Carrillo,64,70,57,74
M. Zeegelaar,69,74,59,76
G. Ferrari,60,38,64,60
O. Şahiner,73,77,66,75
I. Traoré,65,35,65,63
T. Arslan,80,79,76,79
N. Araújo,72,53,66,69
S. Armstrong,75,75,71,73
K. Billiat,62,86,61,73
Ivan Cavaleiro,68,79,63,78
E. Cabaco,60,48,62,61
Silas Almeim,75,66,72,67
C. Kameni,27,15,29,14
Hélder Costa,67,79,62,78
E. Durm,66,65,51,71
Emerson,74,77,66,79
G. Haraguchi,75,84,58,78
C. Fuchs,78,70,76,74
E. Kalinski,80,71,76,77
Rafael,25,13,24,23
F. Frei,76,69,74,75
M. Risse,73,74,70,74
V. Cáceres,70,67,66,71
Renan Bressan,80,76,78,77
Lucas Lima,73,74,70,73
M. Silvestre,63,52,62,60
Portillo,78,77,75,75
F. Rønnow,25,13,30,12
N. Spolli,45,45,45,49
S. Rajković,58,48,59,57
R. Berić,72,67,65,72
V. Hernández,72,75,66,74
Claudemir,79,68,72,74
T. Jantschke,72,62,70,68
L. Schaub,74,83,66,80
P. Tschauner,24,7,25,22
Gabrisco Aníbal,76,59,71,72
B. Feilhaber,76,74,73,79
A. Grassi,79,75,76,77
N. Vikonis,26,17,24,21
P. Ntep,73,80,66,76
L. Vangioni,69,71,69,73
S. Okazaki,74,77,63,78
Diego Castro,69,82,65,80
C. Jallet,76,69,74,76
O. Pineda,78,77,72,75
A. Mounier,76,80,64,80
Sandro,73,69,72,73
N. Redmond,72,81,61,79
Gálvez,73,54,71,64
A. Song,75,73,73,74
E. Badu,76,76,69,75
M. Agu,74,64,70,70
Jason,74,78,66,76
S. Cristóforo,76,66,78,70
L. Butelle,31,11,23,23
Allan Bardinho,75,77,76,77
P. Dummett,70,65,68,69
H. Villalba,67,77,60,78
K. Amian,73,67,57,69
José Mirazar,75,79,74,76
A. Hernández,67,72,47,72
Ailton Guevara,72,74,62,75
O. Akhmedov,74,69,69,76
Naldo,65,49,60,55
Y. Ayoub,75,79,73,78
A. Ring,75,73,72,73
B. Ndiaye,75,78,70,76
Kaku,77,78,73,74
Adilson Edrada,76,75,58,73
A. Ibargüen,68,80,66,74
Iraizoz,29,11,20,15
N. Nikolić,61,67,42,72
J. Kurtić,77,71,75,75
K. Wimmer,72,64,70,66
A. Mejía,74,51,73,69
A. Barreca,66,75,58,75
Gil Dias,72,83,60,80
J. Locadia,72,74,69,70
S. Kryvtsov,67,42,64,53
O. Peralta,68,72,64,76
C. Budescu,76,75,72,80
A. Raggi,74,61,66,72
R. Donk,75,73,69,75
Edgar Méndez,72,74,68,73
L. De Silvestri,76,74,71,76
M. Saracchi,74,73,70,72
D. Congré,69,65,68,70
M. Fritzler,76,61,70,70
T. Kolodziejczak,71,55,67,65
Caio Nunson,71,61,57,59
Felipe Vizeu,60,67,52,73
J. Damm,70,77,62,75
Guilherme,78,64,74,74
G. Nkoudou,73,79,62,74
Joel Robles,15,15,26,25
B. Zungu,75,76,75,77
Otávio Cairinho,64,44,61,56
P. Gouano,64,45,67,57
C. Domínguez,74,76,70,73
R. Falk,77,76,70,76
André Ramalho,73,62,72,68
G. Schennikov,71,67,69,72
M. Morozyuk,76,67,68,69
J. van der Heijden,76,69,77,75
A. Musa,63,75,52,73
A. Diaby,69,71,63,66
G. İnler,74,72,74,75
L. Cigarini,80,71,79,77
Júnior Urso,77,68,68,74
B. Butko,71,68,63,70
R. Thomas,75,78,76,79
M. Jensen,76,73,75,74
Burgui,74,78,63,77
A. Meret,29,16,22,22
M. Gonalons,74,67,74,74
D. Valdés,75,74,73,75
Marafona,32,22,38,13
R. Karsdorp,72,76,73,75
I. Opara,68,49,62,57
K. Laimer,76,74,68,75
O. Kamara,64,69,48,75
S. Gentiletti,60,59,65,65
Serey Dié,73,68,69,73
A. Westwood,80,67,79,74
C. Ciano,73,76,70,77
A. Conti,76,74,69,76
Bojan,76,75,72,74
C. Vargas,23,16,24,19
Éder,70,67,63,69
Y. Benzia,75,79,68,76
W. Hennessey,29,8,41,23
E. Thommy,74,77,64,78
Bustinza,72,56,53,71
Bernardo,70,63,53,70
P. Cissé,72,73,58,76
Oier,34,20,36,20
D. Gayle,64,70,53,71
Joelinton,72,76,56,74
A. Pérez,74,59,71,71
B. Jones,28,18,18,22
J. Drmić,73,74,63,72
M. Mount,76,76,71,79
A. McGregor,36,18,39,29
O. Elabdellaoui,73,75,68,74
R. Steffen,74,75,67,76
K. Kanga,78,75,77,77
J. Ananidze,78,76,69,72
S. Ilsanker,71,50,64,58
A. Blake,32,11,33,28
Nicholas Aldair,74,72,58,75
R. Sessegnon,74,74,63,76
Jorginhson,70,75,75,73
Carlitos,70,78,63,75
L. Nguyen,76,75,72,74
A. Paschalakis,22,18,25,11
Fabrício,66,76,61,78
M. Coco,76,78,64,76
K. Babacar,64,72,46,76
Postigo,66,52,70,65
Renato Sanches,76,77,70,77
M. Caruzzo,65,32,60,65
G. Konan,71,78,64,76
S. Mounié,67,64,59,70
P. Capelle,75,76,73,76
T. Davies,80,76,74,77
N. Dirar,74,77,65,78
